lead_id,lead_indicator,date_part,source,customer_group,onboarding,customer_code,purchases,time_spent,n_visits,bin_source
2,1.0,2024-01-27,signup,5,False,STWPXVNOWA,0.26436755864474126,0.512102364898968,0.7378780947861999,group1
10,0.0,2024-01-11,signup,4,True,JWLXPVANUM,0.8534176330813378,0.6553237218551993,0.14757561895723992,group1
13,0.0,2024-01-22,signup,6,True,WNKCTHUHYI,0.6177976033066992,0.14894579592522936,0.19676749194298662,group1
17,1.0,2024-01-07,signup,8,False,INIQMTGGOO,0.4999875884193797,0.6831238410750267,0.3443431109002266,group1
19,0.0,2024-01-20,signup,9,True,SJGDAANOYJ,0.26436755864474126,0.35883813378408463,0.9346455867291866,group1
22,0.0,2024-01-06,signup,3,True,SPWNMQUWDX,0.4999875884193797,0.0573979373747258,0.04919187298574661,group1
27,1.0,2024-01-30,signup,1,True,IAPSPPLUZL,0.1465575437574219,0.8164099421543713,0.6886862218004534,group1
28,1.0,2024-01-11,signup,8,True,EDWMENKILD,0.26436755864474126,0.0,0.9999999999999999,group1
29,0.0,2024-01-09,signup,3,False,DNGAQVVEDN,0.6177976033066992,0.8864321891822103,0.0,group1
30,1.0,2024-01-20,signup,4,False,WSQVNMPZOH,0.4999875884193797,1.0,0.24595936492873322,group1
32,0.0,2024-01-20,signup,9,False,GKIHITQJGU,0.38217757353206055,0.14868209514384753,0.29515123791447995,group1
33,1.0,2024-01-31,signup,4,True,QOVDCTYYGT,0.4999875884193797,0.9378327444025558,0.5411106028432133,group1
36,0.0,2024-01-28,signup,6,True,KYUCVVIKET,0.26436755864474126,0.42696215204266774,0.14757561895723992,group1
38,1.0,2024-01-02,signup,2,True,HFELNNHTEW,0.4999875884193797,1.0,0.39353498388597324,group1
40,0.0,2024-01-01,signup,3,False,HOVYUZIDIO,0.4999875884193797,0.4129592388207462,0.14757561895723992,group1
41,0.0,2024-01-09,signup,6,False,BBRMJIJJBF,0.38217757353206055,0.3561569689000208,0.04919187298574661,group1
43,1.0,2024-01-13,signup,4,False,PWSIBFQQXN,1.0,0.4037682199744176,0.59030247582896,group1
44,0.0,2024-01-31,signup,8,True,XNVURJEHVZ,0.8534176330813378,0.07815582097668039,0.04919187298574661,group1
49,0.0,2024-01-29,signup,1,False,CPADDAXJVL,0.8534176330813378,0.45772459800039633,0.44272685687172,group1
55,1.0,2024-01-16,signup,9,False,ZQFIPOQZHG,0.9712276479686569,0.3826713773884226,0.24595936492873322,group1
57,0.0,2024-01-31,signup,9,False,JFLRBCHQYR,0.6177976033066992,0.24443588917593262,0.09838374597149331,group1
58,0.0,2024-01-26,signup,7,True,SOMOYBNEQM,1.0,0.5003005673064785,0.24595936492873322,group1
61,0.0,2024-01-03,signup,6,True,BTDCFQUACC,0.6177976033066992,0.5991673917612083,0.6394943488147067,group1
68,0.0,2024-01-02,signup,9,False,HTUIUEAPSS,0.6177976033066992,0.3479836910749959,0.19676749194298662,group1
72,0.0,2024-01-15,signup,5,True,KQAKBGLQBJ,0.38217757353206055,0.7253051759574894,0.04919187298574661,group1
87,1.0,2024-01-26,signup,7,False,XJMJZQDDJC,0.26436755864474126,0.8070773259343188,0.44272685687172,group1
88,1.0,2024-01-19,signup,5,False,ILBYCVCCZP,0.4999875884193797,0.2928592879903729,0.19676749194298662,group1
93,1.0,2024-01-12,signup,3,True,BNJNDMKIOK,0.7356076181940185,0.9122068382407901,0.3443431109002266,group1
95,0.0,2024-01-07,signup,1,False,JBJDCNSVYQ,0.4999875884193797,0.5154835597003046,0.19676749194298662,group1
97,0.0,2024-01-12,signup,3,False,EVTQSTMJAY,0.1465575437574219,0.5744213259300325,0.49191872985746665,group1
104,1.0,2024-01-02,signup,1,True,IROQPSWYUC,0.38217757353206055,0.0546525383721517,0.6886862218004534,group1
107,1.0,2024-01-17,signup,2,True,YHGCDBUZOO,1.0,0.5725396289073235,0.59030247582896,group1
109,0.0,2024-01-23,signup,2,True,TUKZRKNGZC,0.26436755864474126,0.35515591299316696,0.0,group1
110,0.0,2024-01-01,signup,4,True,NWTUJSIWDD,0.6177976033066992,0.7124139021962216,0.14757561895723992,group1
112,1.0,2024-01-18,signup,4,True,BPQXMGSSGK,0.26436755864474126,0.6638718907037081,0.29515123791447995,group1
116,1.0,2024-01-28,signup,3,False,ANVCOQDWPG,0.38217757353206055,0.5405575516338043,0.9999999999999999,group1
126,1.0,2024-01-12,signup,3,True,NBUXBYCSKE,0.38217757353206055,0.32274331613317325,0.88545371374344,group1
130,0.0,2024-01-04,signup,5,True,FBOBLIOYHV,0.4999875884193797,0.7965677690911839,0.19676749194298662,group1
133,0.0,2024-01-12,signup,5,True,TLHITDPRSA,0.7356076181940185,0.3168199479137461,0.24595936492873322,group1
141,0.0,2024-01-01,signup,7,False,JMFONJZUPE,0.6177976033066992,0.02491114312744101,0.3443431109002266,group1
142,0.0,2024-01-17,signup,9,False,KNDCQISUNM,0.38217757353206055,0.7986754240296253,0.3443431109002266,group1
146,1.0,2024-01-25,signup,9,False,UKEAVDRBIM,0.8534176330813378,0.521659539959713,0.9838374597149333,group1
148,0.0,2024-01-13,signup,2,True,VIQNDTATLY,0.26436755864474126,0.7930453247656979,0.24595936492873322,group1
152,0.0,2024-01-29,signup,2,False,PKMEXRHJWN,0.7356076181940185,0.5407372214294298,0.04919187298574661,group1
160,0.0,2024-01-23,signup,7,False,PJACVAGSNN,0.8534176330813378,1.0,0.04919187298574661,group1
167,0.0,2024-01-18,signup,1,False,MNCSDIPRDF,0.6177976033066992,0.3443677899177988,0.14757561895723992,group1
169,1.0,2024-01-20,signup,6,False,CNNNKVXVBZ,0.38217757353206055,0.5070357470032621,0.6394943488147067,group1
183,1.0,2024-01-06,signup,5,True,LUBQTNWDCM,0.6177976033066992,0.9802513975689715,0.5411106028432133,group1
185,1.0,2024-01-02,signup,9,False,AACEDUWABX,0.4999875884193797,0.7231211539543893,0.9999999999999999,group1
186,1.0,2024-01-12,signup,9,False,QGGDGUBOFX,0.26436755864474126,0.7708209893532852,0.9999999999999999,group1
188,1.0,2024-01-04,signup,9,True,ETCMPIAOPD,0.028747528870102627,0.11535029932514466,0.9999999999999999,group1
189,0.0,2024-01-23,signup,5,True,VOOTYELWHE,0.6177976033066992,0.5925957172710921,0.19676749194298662,group1
190,0.0,2024-01-13,signup,5,False,CXUUCQWNNU,0.26436755864474126,0.35337478403583106,0.0,group1
191,1.0,2024-01-17,signup,2,False,CTTBPSFQGY,0.7356076181940185,0.6791256778746189,0.8362618407576933,group1
194,0.0,2024-01-09,signup,4,False,OWBEEKDLKJ,0.6177976033066992,0.3296274461327015,0.39353498388597324,group1
197,1.0,2024-01-01,signup,2,True,VDNVRNQBWI,0.26436755864474126,0.8929042124208433,0.59030247582896,group1
200,1.0,2024-01-05,signup,5,True,JBIJNXCLSV,0.1465575437574219,0.5164732671760347,0.49191872985746665,group1
204,1.0,2024-01-20,signup,2,False,DIEBKIQXIE,0.38217757353206055,0.22193507727465447,0.59030247582896,group1
211,1.0,2024-01-29,signup,7,False,PLTYLCEFBO,0.38217757353206055,0.539664176023562,0.59030247582896,group1
212,1.0,2024-01-18,signup,8,False,UXHKQSMYVV,0.4999875884193797,0.824785223461789,0.7378780947861999,group1
213,0.0,2024-01-27,signup,1,True,ZOYWTXPOZY,0.028747528870102627,0.4189500138551794,0.04919187298574661,group1
214,1.0,2024-01-20,signup,5,True,JNWPKXCSSO,0.4999875884193797,0.3876809636860902,0.6886862218004534,group1
215,0.0,2024-01-04,signup,8,False,VUZLWIFHQJ,0.9712276479686569,0.271759121220798,0.24595936492873322,group1
221,1.0,2024-01-14,signup,6,False,MKSYUTUPJP,0.38217757353206055,0.7136155415512615,0.5411106028432133,group1
227,0.0,2024-01-27,signup,2,False,FJPJFRMSBU,0.38217757353206055,0.4337849816518081,0.19676749194298662,group1
230,1.0,2024-01-22,signup,9,False,EQOMPRQEWY,0.4999875884193797,0.4622532268950166,0.3443431109002266,group1
234,0.0,2024-01-06,signup,6,False,WDCBAOBGWP,0.4999875884193797,0.48138658927832173,0.24595936492873322,group1
235,1.0,2024-01-26,signup,5,True,YLJXFOVMVA,0.7356076181940185,0.45930482026948294,0.5411106028432133,group1
240,1.0,2024-01-04,signup,7,False,ZYKTZXDHHZ,0.4999875884193797,0.6074121589678874,0.44272685687172,group1
246,0.0,2024-01-27,signup,7,True,None,0.38217757353206055,0.8616907339163926,0.0,group1
250,0.0,2024-01-18,signup,6,False,FVIKAFWSNY,0.6177976033066992,0.37364050799069126,0.0,group1
252,1.0,2024-01-19,signup,2,False,KOCYNCMCMV,1.0,0.5878314690068803,0.59030247582896,group1
253,0.0,2024-01-22,signup,9,True,BDQKEYUSMI,0.7356076181940185,0.3196543385561227,0.04919187298574661,group1
256,1.0,2024-01-09,signup,8,True,FSXSWSYZUJ,0.4999875884193797,0.4686307087823795,0.39353498388597324,group1
259,0.0,2024-01-22,signup,9,True,KSFIGBQODL,0.1465575437574219,0.4503229592431701,0.24595936492873322,group1
267,1.0,2024-01-16,signup,4,False,LYBCDYVCHQ,0.4999875884193797,0.9346625114321307,0.88545371374344,group1
268,0.0,2024-01-02,signup,8,False,ICDPTWVENR,0.0,0.5367967290996432,0.09838374597149331,group1
270,1.0,2024-01-20,signup,3,True,GOGGTKNAMI,0.38217757353206055,0.460559174800381,0.5411106028432133,group1
272,1.0,2024-01-03,signup,8,False,MPHAMNJDFG,0.38217757353206055,0.34518584703577804,0.19676749194298662,group1
275,1.0,2024-01-23,signup,5,True,RWQKNZRIVB,0.7356076181940185,0.5042895380315952,0.5411106028432133,group1
276,1.0,2024-01-02,signup,6,True,RGEDZASBRA,0.1465575437574219,0.1152857214862837,0.6886862218004534,group1
279,1.0,2024-01-25,signup,8,True,ZDCQVADSDR,0.4999875884193797,0.44102980461216235,0.5411106028432133,group1
281,0.0,2024-01-05,signup,8,False,XVACGPNCAJ,0.4999875884193797,0.2166023314317492,0.14757561895723992,group1
286,0.0,2024-01-30,signup,1,False,VEYIFYUIOP,0.26436755864474126,0.3324871189085338,0.09838374597149331,group1
293,0.0,2024-01-18,signup,5,False,BWKSTABDJH,0.6177976033066992,0.2368241168857118,0.09838374597149331,group1
301,1.0,2024-01-12,signup,6,False,HWDYYSGJZR,0.7356076181940185,0.5759249177621347,0.9999999999999999,group1
306,1.0,2024-01-12,signup,9,True,POZJYBRZVJ,0.7356076181940185,0.4475010076542466,0.3443431109002266,group1
314,1.0,2024-01-30,signup,3,False,PVTMUCPXBM,0.38217757353206055,0.0030201248478979627,0.7378780947861999,group1
316,0.0,2024-01-11,signup,4,True,DNZYBFEQQX,0.7356076181940185,0.8968013638082403,0.0,group1
320,1.0,2024-01-30,signup,9,False,EPJEEVITQL,0.8534176330813378,0.628236029439678,0.29515123791447995,group1
321,1.0,2024-01-19,signup,2,False,PXLHFETYFZ,0.26436755864474126,0.710024765883668,0.39353498388597324,group1
326,1.0,2024-01-05,signup,4,True,YJUWGABPSV,0.4999875884193797,0.8783582247861474,0.6394943488147067,group1
327,1.0,2024-01-25,signup,4,True,KWPRBKALJZ,0.4999875884193797,0.574547995362708,0.9999999999999999,group1
338,0.0,2024-01-21,signup,5,True,LXGGISTXEU,0.4999875884193797,0.32238786903535305,0.39353498388597324,group1
345,1.0,2024-01-15,signup,8,False,ZNTKHUJZBI,0.38217757353206055,0.7200505307849582,0.24595936492873322,group1
347,0.0,2024-01-19,signup,9,True,GUHJUXCUAI,0.4999875884193797,0.0,0.49191872985746665,group1
349,1.0,2024-01-05,signup,2,True,RUQHWTWNTS,0.4999875884193797,0.4212639642170844,0.39353498388597324,group1
352,1.0,2024-01-13,signup,5,True,PYXIFNVILN,0.7356076181940185,0.33854204435755764,0.9999999999999999,group1
353,0.0,2024-01-18,signup,1,True,IXRSKBZDGM,0.38217757353206055,0.370359423421411,0.0,group1
360,0.0,2024-01-30,signup,1,True,PJRQVNYWKR,0.26436755864474126,0.6837968948507243,0.0,group1
362,0.0,2024-01-09,signup,2,False,CUOGTVGVLJ,0.1465575437574219,0.5863787990816642,0.04919187298574661,group1
367,1.0,2024-01-10,signup,2,False,JELRVEIWTP,0.1465575437574219,0.6882428073781208,0.39353498388597324,group1
370,0.0,2024-01-30,signup,3,False,AJTXKCIAPG,0.6177976033066992,0.8274092245917033,0.0,group1
373,1.0,2024-01-21,signup,9,False,GRDBMUTEGG,0.4999875884193797,0.4227836769358205,0.6886862218004534,group1
374,0.0,2024-01-13,signup,4,False,ZYBUMTNCVY,0.38217757353206055,0.6570526810903956,0.0,group1
382,1.0,2024-01-13,signup,9,False,QIRLGHFEYT,0.7356076181940185,0.9456043879621189,0.6394943488147067,group1
385,1.0,2024-01-05,signup,7,True,NEDLCGZVFP,0.26436755864474126,0.11492670957404445,0.59030247582896,group1
388,1.0,2024-01-28,signup,2,True,JZUSHCNZAY,0.028747528870102627,0.10183019002086409,0.39353498388597324,group1
391,0.0,2024-01-26,signup,8,True,YGLLRNOUHW,0.26436755864474126,1.0,0.0,group1
400,0.0,2024-01-20,signup,5,False,USEDQJJTXO,1.0,0.6756358814010041,0.0,group1
401,1.0,2024-01-23,signup,8,False,MHSUUXYIIR,0.1465575437574219,0.12958270688847504,0.3443431109002266,group1
404,0.0,2024-01-09,signup,6,True,IGCIXTLQSM,0.26436755864474126,0.5114346428720962,0.14757561895723992,group1
406,0.0,2024-01-19,signup,8,False,DQBBZCLEKF,0.38217757353206055,0.12080407955567306,0.0,group1
419,1.0,2024-01-27,signup,8,True,AOOQECTXNK,0.26436755864474126,0.8418310149976018,0.24595936492873322,group1
423,0.0,2024-01-06,signup,3,False,EPMDFKOEUJ,0.4999875884193797,0.40463796319906326,0.19676749194298662,group1
426,0.0,2024-01-21,signup,7,True,YFROGHEYSX,0.7356076181940185,0.7092576397264738,0.3443431109002266,group1
427,1.0,2024-01-01,signup,6,True,LGZDTMNLJY,0.26436755864474126,0.3511728566411858,0.3443431109002266,group1
430,0.0,2024-01-28,signup,7,False,SNDYIUCQAE,0.1465575437574219,0.6811036593246608,0.09838374597149331,group1
432,1.0,2024-01-20,signup,4,False,JHAOJJIWCW,0.8534176330813378,0.8384089046884143,0.6394943488147067,group1
436,0.0,2024-01-05,signup,5,True,QDOAFZIIST,0.38217757353206055,0.18841326379141618,0.04919187298574661,group1
438,1.0,2024-01-15,signup,8,True,ADKNQXITXD,0.4999875884193797,0.6502320332393616,0.9999999999999999,group1
445,1.0,2024-01-08,signup,1,False,COQGIQDKJZ,1.0,0.4276661355179395,0.6886862218004534,group1
449,0.0,2024-01-29,signup,3,True,XESIROZJQI,0.38217757353206055,0.4344701216775767,0.19676749194298662,group1
451,1.0,2024-01-11,signup,2,False,QNQSVXSEUL,0.26436755864474126,0.6881339514221171,0.9999999999999999,group1
452,0.0,2024-01-13,signup,1,False,PABKNFJTAM,0.26436755864474126,0.0,0.24595936492873322,group1
459,0.0,2024-01-19,signup,1,False,KJJLWOBSQO,0.26436755864474126,0.011485039645692117,0.7378780947861999,group1
463,1.0,2024-01-31,signup,1,True,AEMOQPZTTB,0.26436755864474126,0.807467257636905,0.9999999999999999,group1
501,1.0,2024-01-06,signup,3,False,UTIMHHOHJP,0.26436755864474126,0.5608972013099884,0.7378780947861999,group1
505,0.0,2024-01-10,signup,7,True,YDSYXTXNUN,0.4999875884193797,0.37969474563233674,0.19676749194298662,group1
512,1.0,2024-01-20,signup,5,False,MAHSOLTKEW,0.26436755864474126,0.5116418387716677,0.6886862218004534,group1
519,0.0,2024-01-24,signup,5,True,MFELPVBLUU,0.38217757353206055,0.5836345675611838,0.04919187298574661,group1
523,1.0,2024-01-25,signup,4,False,IKLMFEYYHN,0.4999875884193797,0.5683002249634058,0.7378780947861999,group1
525,0.0,2024-01-10,signup,1,False,XYECIRVNCY,0.7356076181940185,0.2292538607875284,0.44272685687172,group1
526,0.0,2024-01-17,signup,6,True,PVDXFBWPGM,0.4999875884193797,0.040694448869736374,0.04919187298574661,group1
527,0.0,2024-01-29,signup,5,True,RVMSZZDPNQ,0.6177976033066992,0.0,0.09838374597149331,group1
528,0.0,2024-01-08,signup,8,False,SACGVDYWXR,0.4999875884193797,0.4080704188926813,0.39353498388597324,group1
530,1.0,2024-01-01,signup,3,False,DZHTRLDBIX,0.7356076181940185,0.2036801674012569,0.8362618407576933,group1
533,1.0,2024-01-07,signup,6,False,XOLXNLHBCZ,0.1465575437574219,0.38252804624274017,0.9346455867291866,group1
534,1.0,2024-01-24,signup,6,True,IEXGHXCYGL,0.7356076181940185,0.3048218927115724,0.29515123791447995,group1
537,0.0,2024-01-12,signup,2,False,PSOJFGSNNP,0.6177976033066992,0.09937925890088493,0.3443431109002266,group1
539,0.0,2024-01-26,signup,2,False,SYJUCSTRZE,0.7356076181940185,0.5508242221468975,0.29515123791447995,group1
557,0.0,2024-01-08,signup,6,False,LVJQWQXXLU,1.0,0.294951154519012,0.04919187298574661,group1
558,1.0,2024-01-10,signup,6,False,NHTYEOTPZH,0.38217757353206055,0.5121279146713362,0.24595936492873322,group1
